taxa_clean,wm_g,dm_g,keep_data
Soletellina,0.246,0.0389,TRUE
Soletellina,0.0721,0.0095,TRUE
Soletellina,0.3382,0.0593,TRUE
Soletellina,0.0761,0.0116,TRUE
Soletellina,0.3,0.0281,TRUE
Soletellina,1.5665,0.3296,FALSE
Soletellina,1.9817,0.2396,TRUE
Soletellina,1.0287,0.1449,TRUE
Soletellina,0.0213,0.0015,TRUE
Soletellina,1.9317,0.2631,TRUE
Spisula,0.4231,0.0626,TRUE
Spisula,0.6251,0.0613,TRUE
Spisula,0.1697,0.0289,TRUE
Spisula,0.6106,0.1101,TRUE
Spisula,0.7517,0.1869,TRUE
Spisula,0.6516,0.1699,TRUE
Spisula,0.0114,0.0022,FALSE
Spisula,0.8555,0.1081,TRUE
Spisula,0.5502,0.1258,TRUE
Spisula,0.106,0.0075,TRUE
Spisula,0.7727,0.278,FALSE
Spisula,1.1696,0.3496,FALSE
Spisula,0.5133,0.0835,TRUE
Spisula,0.8432,0.0975,TRUE
Spisula,0.6821,0.0714,TRUE
Spisula,0.0727,0.0041,TRUE
Spisula,0.1001,0.007,TRUE
Spisula,0.3419,0.0414,TRUE
Spisula,0.0351,0.0068,TRUE
Spisula,6.2562,0.7866,FALSE
Spisula,2.9886,0.4079,FALSE
Spisula,1.3162,0.1732,TRUE
Spisula,0.599,0.1171,TRUE
Spisula,0.3423,0.0247,TRUE
Spisula,0.0509,0.0043,TRUE
Spisula,0.0416,0.0252,TRUE
Spisula,0.0053,0.0049,FALSE
Mysidacea,0.0073,0.0018,TRUE
Mysidacea,0.0212,0.0026,TRUE
Mysidacea,0.0153,0.0029,TRUE
Mysidacea,0.0171,0.0032,TRUE
Mysidacea,0.0138,0.0014,TRUE
Mysidacea,0.0081,0.0013,TRUE
Mysidacea,0.0189,0.0031,TRUE
Mysidacea,0.0144,0.0047,TRUE
Mysidacea,0.02,0.0046,TRUE
Mysidacea,0.0112,0.0017,TRUE
Mysidacea,0.0894,0.0147,TRUE
Mysidacea,0.0327,0.0063,TRUE
Mysidacea,0.0184,0.003,TRUE
Mysidacea,0.0068,0.0014,TRUE
Mysidacea,0.0585,0.0085,TRUE
Mysidacea,0.0739,0.0129,TRUE
Mysidacea,0.1661,0.029,FALSE
Mysidacea,0.0607,0.009,TRUE
Mysidacea,0.0199,0.0034,TRUE
Mysidacea,0.0533,0.0088,TRUE
Mysidacea,0.0384,0.0032,TRUE
Mysidacea,0.0127,0.0023,TRUE
Mysidacea,0.0374,0.0045,TRUE
Mysidacea,0.0089,0.0022,TRUE
Mysidacea,0.0077,0.0018,TRUE
Mysidacea,0.0109,0.0028,TRUE
Mysidacea,0.0377,0.0045,TRUE
Mysidacea,0.0065,0.0015,TRUE
Mysidacea,0.0395,0.005,TRUE
Mysidacea,0.0061,0.001,FALSE
Mysidacea,0.028,0.0043,TRUE
Mysidacea,0.0101,0.0018,TRUE
Mysidacea,0.0147,0.0012,TRUE
Mysidacea,0.0134,0.002,TRUE
Mysidacea,0.0171,0.0016,TRUE
Mysidacea,0.1181,0.0124,FALSE
Mysidacea,0.0225,0.0016,TRUE
Mysidacea,0.0136,0.0016,TRUE
Mysidacea,0.0079,0.002,TRUE
Mysidacea,0.0188,0.0013,TRUE
Mysidacea,0.0931,0.0098,FALSE
