source,year,month,region,site,zone,replicate,preservation_method,taxa,individual_count,wm_shell_on_g,wm_g,dm_g,afdm_g,dm_wm,afdm_dm,afdm_wm,mesh_size_um,taxa_clean
Flinders-HCHB,2020,Mar,MM,PP,I,rep3,Frozen,Phyllodoce,2,NA,0.012,8e-4,NA,0.066666667,0,0,500,Phyllodoce
Flinders-HCHB,2020,Mar,MM,PP,S,rep1,Frozen,Phyllodoce,3,NA,0.0373,0.0011,NA,0.029490617,0,0,500,Phyllodoce
Flinders-HCHB,2020,Mar,MM,PP,S,rep2,Frozen,Phyllodoce,11,NA,0.1703,0.0053,NA,0.03112155,0,0,500,Phyllodoce
Flinders-HCHB,2020,Mar,MM,PP,S,rep3,Frozen,Phyllodoce,1,NA,0.0072,1e-4,NA,0.013888889,0,0,500,Phyllodoce
Flinders-HCHB,2020,Mar,MM,PP,P,rep5,Frozen,Phyllodoce,2,NA,0.111,0.0056,NA,0.05045045,0,0,500,Phyllodoce
Flinders-HCHB,2020,Mar,NL,LP,P,rep2,Frozen,Phyllodoce,1,NA,0.1047,7e-4,NA,0.006685769,0,0,500,Phyllodoce
Flinders-HCHB,2020,Mar,MM,B19,P,rep3,Frozen,Nephtys,1,NA,0.2457,0.0157,NA,0.063899064,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,B19,S,rep2,Frozen,Nephtys,1,NA,0.0173,0.0011,NA,0.063583815,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,PP,S,rep2,Frozen,Nephtys,1,NA,0.1303,0.0077,NA,0.059094398,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,PP,P,rep1,Frozen,Nephtys,4,NA,0.3828,0.0316,NA,0.082549634,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,PP,P,rep2,Frozen,Nephtys,1,NA,0.282,0.0148,NA,0.05248227,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,PP,P,rep3,Frozen,Nephtys,1,NA,0.1374,0.0088,NA,0.064046579,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,PP,P,rep5,Frozen,Nephtys,4,NA,0.3615,0.0285,NA,0.078838174,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,NL,LP,P,rep1,Frozen,Nephtys,1,NA,0.5936,0.0638,NA,0.107479784,0,0,500,Nephtys
Flinders-HCHB,2020,Mar,MM,B19,I,rep1,Frozen,Boccardiella,1,NA,1e-4,0,NA,0,NA,0,500,Boccardiella
Flinders-HCHB,2020,Mar,MM,B19,I,rep3,Frozen,Boccardiella,1,NA,9e-4,0,NA,0,NA,0,500,Boccardiella
Flinders-HCHB,2020,Mar,NL,LP,I,rep5,Frozen,Boccardiella,1,NA,0.0023,2e-4,NA,0.086956522,0,0,500,Boccardiella
Flinders-HCHB,2020,Mar,SL,HG,I,rep1,Frozen,Ceratopogonidae,7,NA,0.0045,0.0015,NA,0.333333333,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,HG,I,rep3,Frozen,Ceratopogonidae,6,NA,0.0034,0.0012,NA,0.352941176,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,HG,I,rep5,Frozen,Ceratopogonidae,1,NA,5e-4,0,NA,0,NA,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep1,Frozen,Ceratopogonidae,9,NA,0.0058,0.0026,NA,0.448275862,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep2,Frozen,Ceratopogonidae,1,NA,0.0037,6e-4,NA,0.162162162,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep3,Frozen,Ceratopogonidae,3,NA,0.0015,3e-4,NA,0.2,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep5,Frozen,Ceratopogonidae,5,NA,0.001,6e-4,NA,0.6,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep6,Frozen,Ceratopogonidae,3,NA,0.001,9e-4,NA,0.9,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep7,Frozen,Ceratopogonidae,2,NA,0.001,6e-4,NA,0.6,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep8,Frozen,Ceratopogonidae,2,NA,3e-4,1e-4,NA,0.333333333,0,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,SL,SC,S,rep7,Frozen,Ceratopogonidae,1,NA,1e-4,0,NA,0,NA,0,500,Ceratopogonidae
Flinders-HCHB,2020,Mar,NL,NM,I,rep1,Frozen,Dolichopodidae,1,NA,0.0014,2e-4,NA,0.142857143,0,0,500,Dolichopodidae
Flinders-HCHB,2020,Mar,NL,NM,I,rep2,Frozen,Dolichopodidae,2,NA,0.011,9e-4,NA,0.081818182,0,0,500,Dolichopodidae
Flinders-HCHB,2020,Mar,NL,NM,I,rep3,Frozen,Dolichopodidae,2,NA,0.0029,0.0012,NA,0.413793103,0,0,500,Dolichopodidae
Flinders-HCHB,2020,Mar,SL,JP,S,rep1,Frozen,Haloniscus searlei,1,NA,0.0051,4e-4,NA,0.078431373,0,0,500,Haloniscus searlei
Flinders-HCHB,2020,Mar,MM,B19,S,rep5,Frozen,Rhynchobdellida,2,NA,0.0175,2e-4,NA,0.011428571,0,0,500,Rhynchobdellida
Flinders-HCHB,2020,Mar,MM,B19,P,rep1,Frozen,Oligochaeta,13,NA,0,0,NA,NA,NA,NA,500,Oligochaeta
Flinders-HCHB,2020,Mar,MM,B19,P,rep3,Frozen,Oligochaeta,1,NA,NA,NA,NA,NA,NA,NA,500,Oligochaeta
Flinders-HCHB,2020,Mar,MM,B19,P,rep4,Frozen,Oligochaeta,3,NA,NA,NA,NA,NA,NA,NA,500,Oligochaeta
Flinders-HCHB,2020,Jun,MM,B19,P,rep1,Frozen,Simplisetia,80,NA,0.0315,0.0016,NA,0.050793651,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Simplisetia,141,NA,0.1263,0.0101,NA,0.079968329,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Simplisetia,51,NA,0.0287,0.0024,NA,0.083623693,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Simplisetia,135,NA,0.0746,0.009,NA,0.120643432,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Simplisetia,44,NA,0.0167,0.0015,NA,0.089820359,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Simplisetia,5,NA,0.0048,0,NA,0,NA,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,S,rep2,Frozen,Simplisetia,1,NA,NA,NA,NA,NA,NA,NA,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,S,rep3,Frozen,Simplisetia,7,NA,0.04,0.0027,NA,0.0675,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Simplisetia,11,NA,0.0097,2e-4,NA,0.020618557,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Simplisetia,36,NA,0.0577,0.0031,NA,0.05372617,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Simplisetia,113,NA,0.9822,0.102,NA,0.103848503,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Simplisetia,149,NA,0.7722,0.0734,NA,0.095053095,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Simplisetia,131,NA,0.5848,0.0381,NA,0.065150479,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Simplisetia,205,NA,0.9883,0.1048,NA,0.106040676,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Simplisetia,274,NA,0.9861,0.1063,NA,0.107798398,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Simplisetia,33,NA,0.3491,0.0266,NA,0.076195932,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Simplisetia,51,NA,0.2707,0.0169,NA,0.062430735,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Simplisetia,57,NA,0.3754,0.0264,NA,0.070324987,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Simplisetia,56,NA,0.3399,0.0244,NA,0.071785819,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Simplisetia,62,NA,0.575,0.0556,NA,0.096695652000000007,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Simplisetia,3,NA,1e-4,0,NA,0,NA,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Simplisetia,1,NA,1e-4,0,NA,0,NA,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Simplisetia,1,NA,8e-4,0,NA,0,NA,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Simplisetia,3,NA,0,0,NA,NA,NA,NA,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Simplisetia,3,NA,0.0023,2e-4,NA,0.086956522,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Simplisetia,10,NA,0.0148,7e-4,NA,0.047297297,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Simplisetia,22,NA,0.0296,0.0047,NA,0.158783784,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,P,rep3,Frozen,Simplisetia,17,NA,0.0142,8e-4,NA,0.056338028,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Simplisetia,11,NA,0.01,0.0011,NA,0.11,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Simplisetia,2,NA,0.001,4e-4,NA,0.4,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Simplisetia,83,NA,1.186,0.0981,NA,0.082715008,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,I,rep2,Frozen,Simplisetia,66,NA,0.4249,0.0342,NA,0.080489527,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,I,rep3,Frozen,Simplisetia,64,NA,0.6141,0.0577,NA,0.093958639,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,I,rep4,Frozen,Simplisetia,42,NA,0.0664,0.004,NA,0.060240964,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,I,rep5,Frozen,Simplisetia,66,NA,0.08,0.0049,NA,0.06125,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,S,rep1,Frozen,Simplisetia,19,NA,0.209,0.0132,NA,0.063157895,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,S,rep2,Frozen,Simplisetia,23,NA,0.1278,0.0109,NA,0.085289515,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,S,rep3,Frozen,Simplisetia,11,NA,0.1543,0.0107,NA,0.069345431,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,S,rep4,Frozen,Simplisetia,21,NA,0.2604,0.0135,NA,0.051843318,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,S,rep5,Frozen,Simplisetia,42,NA,0.377,0.0187,NA,0.049602122,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,P,rep1,Frozen,Simplisetia,89,NA,0.6088,0.064,NA,0.105124836,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,P,rep2,Frozen,Simplisetia,146,NA,0.7083,0.0597,NA,0.084286319,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Simplisetia,73,NA,0.3555,0.053,NA,0.149085795,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,P,rep4,Frozen,Simplisetia,87,NA,0.3959,0.0514,NA,0.129830765,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,LP,P,rep5,Frozen,Simplisetia,90,NA,0.3171,0.0512,NA,0.161463261,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,NM,I,rep1,Frozen,Simplisetia,1,NA,6e-4,1e-4,NA,0.166666667,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,NL,NM,I,rep3,Frozen,Simplisetia,1,NA,0.0052,0.0048,NA,0.923076923,0,0,500,Simplisetia
Flinders-HCHB,2020,Jun,MM,B19,P,rep1,Frozen,Capitella,501,NA,0.0315,0.0034,NA,0.107936508,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Capitella,9,NA,0.0039,2e-4,NA,0.051282051,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Capitella,3,NA,6e-4,2e-4,NA,0.333333333,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Capitella,8,NA,0,0,NA,NA,NA,NA,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Capitella,2,NA,0.0015,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,S,rep2,Frozen,Capitella,1,NA,0.0028,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,S,rep3,Frozen,Capitella,11,NA,0.0052,5e-4,NA,0.096153846,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Capitella,24,NA,0.0085,4e-4,NA,0.047058824,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Capitella,3,NA,0.0064,1e-4,NA,0.015625,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Capitella,1,NA,0,0,NA,NA,NA,NA,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Capitella,25,NA,0.0258,0.0023,NA,0.089147287,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Capitella,14,NA,0.0156,5e-4,NA,0.032051282,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Capitella,5,NA,0.0041,7e-4,NA,0.170731707,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Capitella,66,NA,0.0443,0.0018,NA,0.040632054,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Capitella,145,NA,0.2627,0.0098,NA,0.037304911,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Capitella,252,NA,0.3015,0.0175,NA,0.058043118,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Capitella,450,NA,0.796,0.0252,NA,0.031658291,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Capitella,160,NA,0.1851,0.0138,NA,0.074554295,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Capitella,1,NA,1e-4,5e-4,NA,5,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Capitella,2,NA,2e-4,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Capitella,91,NA,0.0346,0.0022,NA,0.063583815,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Capitella,260,NA,0.3185,0.0213,NA,0.066875981,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,P,rep3,Frozen,Capitella,386,NA,0.1708,0.0105,NA,0.06147541,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Capitella,209,NA,0.1485,0.0075,NA,0.050505051,0,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Capitella,188,NA,0.1093,0.0102,NA,0.093321134,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Capitella,523,NA,0.5869,0.0261,NA,0.044470949,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,I,rep2,Frozen,Capitella,582,NA,0.275,0.0322,NA,0.117090909,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,I,rep3,Frozen,Capitella,863,NA,0.7694,0.0346,NA,0.044970107,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,I,rep4,Frozen,Capitella,325,NA,0.151,0.0113,NA,0.074834437,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,I,rep5,Frozen,Capitella,135,NA,0.1006,0.0048,NA,0.047713718,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,S,rep1,Frozen,Capitella,85,NA,0.0175,6e-4,NA,0.034285714,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,S,rep2,Frozen,Capitella,81,NA,0.0186,0.0019,NA,0.102150538,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,S,rep3,Frozen,Capitella,58,NA,0.0196,0.0012,NA,0.06122449,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,S,rep4,Frozen,Capitella,49,NA,0.0137,8e-4,NA,0.058394161,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,S,rep5,Frozen,Capitella,102,NA,0.0125,0.001,NA,0.08,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,P,rep1,Frozen,Capitella,103,NA,0.0158,1e-4,NA,0.006329114,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,P,rep2,Frozen,Capitella,284,NA,0.1635,0.0083,NA,0.050764526,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Capitella,125,NA,0.1001,0.0058,NA,0.057942058,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,P,rep4,Frozen,Capitella,227,NA,0.1193,0.0154,NA,0.129086337,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,LP,P,rep5,Frozen,Capitella,224,NA,0.1418,0.0157,NA,0.110719323,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,I,rep1,Frozen,Capitella,44,NA,0.0357,0.0017,NA,0.047619048,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,I,rep2,Frozen,Capitella,5,NA,0.0052,2e-4,NA,0.038461538,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,I,rep3,Frozen,Capitella,98,NA,0.0858,0.0096,NA,0.111888112,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,I,rep4,Frozen,Capitella,3,NA,0.002,2e-4,NA,0.1,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,I,rep5,Frozen,Capitella,13,NA,0.0139,2e-4,NA,0.014388489,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,S,rep1,Frozen,Capitella,69,NA,0.1636,0.0054,NA,0.033007335,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,S,rep2,Frozen,Capitella,36,NA,0.0665,0.0024,NA,0.036090226,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,S,rep3,Frozen,Capitella,19,NA,0.0252,8e-4,NA,0.031746032,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,S,rep4,Frozen,Capitella,89,NA,0.0329,0.0022,NA,0.066869301,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,S,rep5,Frozen,Capitella,97,NA,0.2088,0.0067,NA,0.032088123,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,P,rep1,Frozen,Capitella,4,NA,0.0028,2e-4,NA,0.071428571,0,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,P,rep3,Frozen,Capitella,1,NA,0.0026,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,P,rep4,Frozen,Capitella,1,NA,0.0027,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,NL,NM,P,rep5,Frozen,Capitella,3,NA,0.011,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,SL,JP,I,rep1,Frozen,Capitella,1,NA,6e-4,0,NA,0,NA,0,500,Capitella
Flinders-HCHB,2020,Jun,MM,B19,P,rep1,Frozen,Chironomidae,4,NA,4e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Chironomidae,1,NA,0.001,4e-4,NA,0.4,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Chironomidae,1,NA,2e-4,1e-4,NA,0.5,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Chironomidae,2,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Chironomidae,1,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Chironomidae,1,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Chironomidae,1,NA,6e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Chironomidae,3,NA,4e-4,1e-4,NA,0.25,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Chironomidae,1,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Chironomidae,3,NA,0.0033,0.0024,NA,0.727272727,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Chironomidae,10,NA,0.0041,9e-4,NA,0.219512195,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Chironomidae,10,NA,0.0041,8e-4,NA,0.195121951,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Chironomidae,18,NA,0.0035,1e-4,NA,0.028571429,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Chironomidae,6,NA,0.0014,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Chironomidae,1,NA,0.0016,0.0011,NA,0.6875,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Chironomidae,3,NA,1e-4,2e-4,NA,2,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Chironomidae,1,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Chironomidae,2,NA,3e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Chironomidae,5,NA,9e-4,1e-4,NA,0.111111111,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Chironomidae,1,NA,4e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Chironomidae,5,NA,0.0014,5e-4,NA,0.357142857,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,P,rep3,Frozen,Chironomidae,3,NA,4e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Chironomidae,1,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Chironomidae,1,NA,8e-4,3e-4,NA,0.375,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,LP,I,rep3,Frozen,Chironomidae,1,NA,5e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,LP,I,rep4,Frozen,Chironomidae,1,NA,0,0,NA,NA,NA,NA,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,LP,I,rep5,Frozen,Chironomidae,1,NA,4e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,I,rep1,Frozen,Chironomidae,8,NA,0.0026,8e-4,NA,0.307692308,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,I,rep3,Frozen,Chironomidae,10,NA,0.0035,2e-4,NA,0.057142857,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,I,rep4,Frozen,Chironomidae,1,NA,3e-4,5e-4,NA,1.666666667,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,I,rep5,Frozen,Chironomidae,4,NA,0.0016,2e-4,NA,0.125,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,S,rep1,Frozen,Chironomidae,2,NA,3e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,P,rep1,Frozen,Chironomidae,4,NA,5e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,P,rep2,Frozen,Chironomidae,7,NA,0.002,6e-4,NA,0.3,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,P,rep3,Frozen,Chironomidae,70,NA,0.0401,0.0071,NA,0.177057357,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,P,rep4,Frozen,Chironomidae,13,NA,0.0061,8e-4,NA,0.131147541,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,NL,NM,P,rep5,Frozen,Chironomidae,18,NA,0.007,4e-4,NA,0.057142857,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,I,rep1,Frozen,Chironomidae,23,NA,0.0062,9e-4,NA,0.14516129,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,I,rep2,Frozen,Chironomidae,91,NA,0.0265,0.0053,NA,0.2,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,I,rep3,Frozen,Chironomidae,107,NA,0.0285,0.0043,NA,0.150877193,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,I,rep4,Frozen,Chironomidae,76,NA,0.017,0.0045,NA,0.264705882,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,I,rep5,Frozen,Chironomidae,23,NA,0.0071,0.0012,NA,0.169014085,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,S,rep1,Frozen,Chironomidae,13,NA,0.0032,6e-4,NA,0.1875,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,S,rep2,Frozen,Chironomidae,4,NA,1e-4,0,NA,0,NA,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,S,rep3,Frozen,Chironomidae,6,NA,0.0012,3e-4,NA,0.25,0,0,500,Chironomidae
Flinders-HCHB,2020,Jun,SL,HG,S,rep4,Frozen,Chironomidae,7,NA,0.0034,9e-4,NA,0.264705882,0,0,500,Chironomidae
